0,1,2,3,4,5,6,7
8,Boy With Luv,Jonas Brothers,"워워워워워\n워워워워워\n워워워워워워워워워워\n\n모든 게 궁금해 how's your day?\nOh tell me (oh yea oh yeah, ah yea ah yeah)\n뭐가 널 행복하게 하는지\nOh text me (oh yea oh yeah, oh yea oh yeah)\n\nYour every picture\n내 머리맡에 두고 싶어 oh bae\nCome be my teacher\n네 모든 걸 다 가르쳐줘\nYour one, your two\n\nListen my, my baby\n나는 저 하늘을 높이 날고 있어\n그때 니가 내게 줬던 두 날개로\n이제 여긴 너무 높아\n난 내 눈에 널 맞추고 싶어\nYeah you makin' me a boy with luv\n\nOh my my my, oh my my my\nI've waited all my life\n네 전부를 함께하고 싶어\nOh my my my, oh my my my\nLooking for something right\n이제 조금은 나 알겠어\n\n(워워워워워)\nI want something stronger (I want it)\n(워워워워워)\nThan a moment, than a moment, love\n(워워워워워)\nI have waited longer\n(워워워워워)\nFor a boy with, for a boy with luv\n\n널 알게 된 이후 ya (oh)\n내 삶은 온통 너 ya (ya)\n사소한 게 사소하지 않게 만들어버린 너라는 별 (oh no)\n\n하나부터 열까지 (ay, ay)\n모든 게 특별하지 (ay)\n너의 관심사 걸음걸이 말투와\n사소한 작은 습관들까지 (Hope World) ay\n\n다 말하지\n너무 작던 내가 영웅이 된 거라고 (oh nah)\n난 말하지\n운명 따윈 처음부터 내 게 아니었다고 (oh nah)\n세계의 평화 (no way)\n거대한 질서 (no way)\n그저 널 지킬 거야 난 (boy with luv)\n\nListen my, my baby\n나는 저 하늘을 높이 날고 있어\n그때 니가 내게 줬던 두 날개로\n이제 여긴 너무 높아\n난 내 눈에 널 맞추고 싶어\nYeah you makin' me a boy with luv\n\nOh my my my, oh my my my\nYou got me high so fast\n네 전부를 함께하고 싶어\nOh my my my, oh my my my\nYou got me fly so fast\n이제 조금은 나 알겠어\n\n(워워워워워)\nLove is nothing stronger (I want it)\n(워워워워워)\n(Than a boy with) Than a boy with luv\n(워워워워워)\nLove is nothing stronger\n(워워워워워)\n(Than a boy with) Than a boy with luv\n\n툭 까놓고 말할게\n나도 모르게 힘이 들어가기도 했어\n높아버린 sky, 커져버린 hall\n때론 도망치게 해달라며 기도했어\nBut, 너의 상처는 나의 상처\n깨달았을 때 나 다짐했던걸 (yeah)\n니가 준 이카루스의 날개로 (uh)\n태양이 아닌 너에게로 let me fly\n\nOh my my my, oh my my my\nI've waited all my life (all my life)\n네 전부를 함께하고 싶어\nOh my my my, oh my my my\nLooking for something right (something right)\n이제 조금은 나 알겠어\n\n(워워워워워)\nI want something stronger (I want it)\n(워워워워워)\nThan a moment, than a moment, love\n(워워워워워)\nLove is nothing stronger\n(워워워워워)\n(Than a boy with) Than a boy with luv",happy,Pop,\n      ,0
9,Talk,BTS,"Can we just talk? Can we just talk?\nTalk about where we're going\nBefore we get lost, lend me me your thoughtsCan't get what we want without knowing\nI've never felt like this before\nI apologize if I'm moving too far\nCan we just talk?\nCan we just talk?\nFigure out where we're going\nYeah, started off right\nI can see it in your eyes\nI can tell that you're wanting more\nWhat's been on your mind?\nThere's no reason we should hide\nTell me something I ain't heard before\nOh, I've been dreaming about it\nAnd it's you I'm on\nSo stop thinking about it\nCan we just talk?\nCan we just talk?\nTalk about where we're going\nBefore we get lost, lend me your thoughts (Yeah)\nCan't get what we want without knowing (No)\nI've never felt like this before\nI apologize if I'm moving too far\nCan we just talk?\nCan we just talk?\nFigure out where we're going\nOh, nah\nPenthouse view, left some flowers in the room\nI'll make sure I leave the door unlocked\nNow I'm on the way, swear I won't be late\nI'll be there by five o'clock\nOh, you've been dreaming 'bout it\nAnd I'm what you want\nSo stop thinking 'bout it\nCan we just talk?\n(Oh) Can we just talk?\nTalk about where we're going\nBefore we get lost, let me out first\nCan't get what we want without knowing\nI've never felt like this before\nI apologize if I'm moving too far\nCan we just talk?\nCan we just talk?\nFigure out where we're going\n\nFigure out where we're going",sad,Rock,\n      ,0
Submit]],,,,,,,
0,1,2,3,4,5,6,7
,,,,,,,
0,BET BET,Logic,sad,Rock,\n      ,1,
1,Amorfoda,NU'EST,"No quiero que más nadie me hable de amor\nYa me cansé\nTo' esos trucos ya me los sé, esos dolores los pasé, yeah yeah yeah\nNo quiero que más nadie me hable de amor\nYa me cansé\nTo' esos trucos ya me los sé, esos dolores los pasé\n\nHoy te odio en el secreto, ante todo lo confieso\nSi pudiera, te pidiera que devuelvas to' los besos que te di\nLa palabra y todo el tiempo que perdí\nMe arrepiento una y mil veces de haber confiao' en ti\n\nQuisiera que te sientas como yo me siento\nQuisiera ser como tú, sin sentimiento\nQuisiera sacarte de mi pensamiento\nQuisiera cambiarle el final al cuento\n\nLas barras y los tragos han sido testigo del dolor que me causaste\nY to' lo que hiciste conmigo\nUn infeliz en el amor que aún no te supera\nY que ahora camina solo sin nadie por todas las aceras\n\nPreguntándole a Dios si en verdad el amor existe\nY ¿por qué si yo era tan bueno toda esta mierda tú me hiciste?\nLo más cabrón es que tú ves todo como un chiste\nSiempre voy a maldecir el día en que naciste\n\nLos chocolates que te di y todas las flores\nSe convierten hoy en día en pesadilla' y dolore'\nYa yo perdí la fe de que tú mejore'\nSi después de la lluvia sale el arcoiris, pero sin colores, yeah\n\nNo quiero que más nadie me hable de amor\nYa me cansé\nTo' esos trucos ya me los sé, esos dolores los pasé, yeah yeah yeah\n\nNo quiero que más nadie me hable de amor\nYa me cansé\nTo' esos trucos ya me los sé, esos dolores los pasé, yeah yeah yeah",happy,Pop,\n      ,0
2,Emotional Machine,Bad Bunny,"It's hard to see that you wanna be free\n‘Cause I don't love you in the way that you want me to\nCut from devotion\nLost in an ocean\nOut of emotion for you\n\nI'm a machine\nAn emotional being\nSince I was a teen\nCut my feelings off clean, clean\n\nIt's no excuse to treat me like you do\nMy perception is skewed ‘cause I know what you went through\n\nCut from devotion\nLost in an ocean\nOut of emotion for you\n\nI'm a machine\nAn emotional being\nSince I was a teen\nCut my feelings off clean, clean\n\nOoh, ooh, ooh, ooh\nOoh, ooh, ooh\nOoh, ooh, ooh, ooh\nOoh, ooh, ooh\n\nDid you ever truly love me?\n(Did you ever truly love me?)\nWere you just too scared to be free?\n(Were you just too scared to be free?)\nMy God is dying silently (silently, silently)\nNobody believes\nNobody believes\n\nI'm a machine\nAn emotional being\nSince I was a teen\nCut my feelings off clean, clean\n\nI'm a machine\nShould I pretend that you didn't exist?\nAn emotional being\nShould I act like you're somebody I miss?\nSince I was a teen\nA velvet glove around an iron fist\nCut my feelings off clean\nIf you wanna survive then ignorance is bliss\n\nOoh, ooh, ooh, ooh\nOoh, ooh, ooh\nOoh, ooh, ooh, ooh\nOoh, ooh, ooh",happy,Pop,\n      ,1
3,Drugs & the Internet,MARINA,"Another life\nAnother story\nShe walked outSaid I was boring\nAbout 3AM\nThat's when I called my friends\n\nWe hit the bar\nSent myself flying\nShit I said\nI'm never trying\nTil' the bitter end\nBut every now and then\n\nI wonder what it feels like\nTo be more than I am\n\nI traded all my friends for drugs and the internet\nAh, shit\nAm I winner yet?\nLook quick\nIs he a winner yet?\nMom's back home with a drink and a cigarette\n\nI traded all my friends for drugs and the internet\nAh, shit\nAm I winner yet?\nLook quick\nHasn't hit him yet\nMom's back home with a drink and a cigarette\nStill hasn't hit him yet\n\nAnd I don't wanna base my actions on reactions or the things they say\nAnd I don't wanna hit delete on all\nThe parts of me that they might hate\nNow I'm laying in my bed\nAnd I can't get out my head\nIt's all because, all because\n\nI traded all my friends for drugs and the internet\nAh, shit\nAm I winner yet?\nLook quick\nIs he a winner yet?\nMom's back home with a drink and a cigarette\n\nI traded all my friends for drugs and the internet\nAh, shit\nAm I winner yet?\nLook quick\nHasn't hit him yet\nMom's back home with a drink and a cigarette\nStill hasn't hit him yet\nStill hasn't hit him yet\n\nI sold my soul\nAnd all I got\nIs likes from strangers\nLove on the internet\nDrugs and the internet\n\nI wonder what it feels like\nTo be more than I am\nI am",sad,Hip-Hop,\n      ,0
4,RADIO,Lauv,"Wir durften nicht dazugehören\nNichts sehen, reden oder hören\nDoch jede Nacht für ein, zwei StundenBin ich dieser Welt entschwunden\nJede Nacht ein bisschen froh\nMein Ohr ganz nah am Weltempfänger\n\nRadio, mein Radio\nIch lass' mich in den Äther saugen\nMeine Ohren werden Augen\nRadio, mein Radio\nSo höre ich, was ich nicht seh'\nStille heimlich fernes Weh\n\nWir durften nicht dazugehören\nNichts sehen, reden oder stören\nJedes Liedgut war verboten\nSo gefährlich fremde Noten\nDoch jede Nacht ein wenig froh\nMein Ohr ganz nah am Weltempfänger\n\nRadio, mein Radio\nIch lass' mich in den Äther saugen\nMeine Ohren werden Augen\nRadio, mein Radio (mein Radio)\nSo höre ich, was ich nicht seh'\nStille heimlich fernes Weh\n\nJede Nacht ich heimlich stieg\nAuf den Rücken der Musik\nLeg' die Ohren an die Schwingen\nLeise in die Hände singen\nJede Nacht und wieder flieg'\nIch einfach fort mit der Musik\nSchwebe so durch helle Räume\nKeine Grenzen, keine Zäune\n\nRadio, Radio\nRadio, Radio\n\nRadio, mein Radio (mein Radio)\nIch lass' mich in den Äther saugen\nMeine Ohren werden Augen\nRadio, mein Radio (mein Radio)\nSo höre ich, was ich nicht seh'\nStille heimlich fernes Weh",sad,Electronic,\n      ,1
5,Might Sound Wild - Live,Rammstein,Time moves in rhythm with His hand\nMoment by moment\nBeat by beatRolling through death both kick and snare\nNo rebel beat out skips His feats\nAnd it might sound wild\nBut who on earth\nSaid our song should be tame\n\nLet now the music chase His heart\nMercy by mercy\nNote by note\nWe lost the pitch He moved the score\nOur wayward notes\nHis sweet resolve\nAnd it might sound wild\nBut wild is why my heart sings\n\nOh sing His praise till the other side\n‘Cause our hope came all the way\n\nImagine heaven where we stand\nNot just some distant promised land\nMore than some hopeful dying dream\nWatch it wind up just as He said\nAnd when it does we'll sing\nLike we wished we'd known\nWe should back then\nAnd it might sound wild\nBut we don't have to wait till then\nSinging\n\nOh sing His praise till the other side\n‘Cause our hope came all the way\nSing my soul\nSing His praise till the end of time\nAll the way and all the louder then\n\nLa la la la la la la la la la\nLa la la la la la la la la la\nLa la la la la la la la la la\n\nLa la la la la la la la la la\nLa la la la la la la la la la\nLa la la la la la la la la la\n\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify Your Name\nLet it glorify\nMagnify...\n\nOh sing His praise till the other side\n‘Cause our hope came all the way\nSing my soul\nSing His praise till the end of time\nAll the way and all the louder then\n\nLa la la la la la la la la la\nLa la la la la la la la la la\nLa la la la la la la la la la\n\nLa la la la la la la la la la\nLa la la la la la la la la la\nLa la la la la la la la la la,happy,Pop,\n      ,1
6,Starts And Ends - Live,Hillsong United,My soul thirsts for things I can't explain\nIn my bones a beckoning to pray\nIf my heart is a battlegroundMy defences run both ways\nThe flesh is a beggar and thief\nBut there is a Spirit-man awakening me\n\nWhen real life and peace won't make amends\nWhen all these starts\nStart feeling like these ends\nLike the world is unravelling\nAnd I'm bound to come undone\nThere is a Shepherd a Priest\nThere is a Comforter who comforts me\n\nAnd my soul finds rest\nWhere it makes no sense\nThere the blood sets me free\n\nAll my old regrets\nAll my brokenness\nAll my failures redeemed\n\nAnd it feels like grace\nWhere I stacked my shame\nThere the cross stands for me\n\nAll the things I've done\nAll the times I've run\nAll my dead ends redeemed\n\nAnd it looks like hope\nWhere my heart was broke\nAnd His heart broke for me\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nLay your burden down upon\nDown upon Him\nLay your burden down\n\nJesus my rest in peace\nMy reconciler\nYou're my every good thing\n\nI surrender all\nAll I'm living for\nYou're my every good thing\n\nYou're my amnesty\nYou're my split wide sea\nYou're my every good thing\n\nAll my days and nights\nYou're my death to life\nYou're the wonder I breathe\n\nYou're my can't explain\nFirst and last refrain\nYou're my every good thing,sad,Country,\n      ,0
7,Here's To The One - Live,Hillsong United,Here's to the One who made the morning bright\nHere's to the One who taught the stars to shine\nHere's to the One who graced the dead of nightPulled me from the dark set my heart alight\n\nHere's to the One who made my heart to sing\nOpened up my eyes washed away my sin\nHere's to the One who gave His life for mine\nBroke all my chains and set me free alright\n\nTo the Way\nTo the Truth\nTo the life I live in the light You give\nJesus here's to Your Name over everything\n\nHere's to all the things that Your love has done\nHere's to the way You wiped away my past\nHere's to the future and the things to come\nHere's to my Saviour's everlasting love\n\nTo the Way\nTo the Truth\nTo the life I live in the light You give\nJesus here's to Your Name over everything\n\nHere's to Your kindness\nHere's to Your goodness\nHere's to Your freedom\nHere's to the day I see You Jesus\n\nHere's to Your glory\nHere's to Your greatness\nHere's to Your kingdom\nHere's to the Name of Jesus\n\nTo the Way\nTo the Truth\nTo the life I live in the light You give\nJesus here's to Your Name over everything\n\nTo the Way\nTo the Truth\nTo the life I live in the light You give\nJesus here's to Your Name over everything\n\nHere's to our Saviour\nHere's to the Name of Jesus,sad,Metal,\n      ,0
8,WOW,Hillsong United,"Baby, I'm not even in a gown\nI'm just in a t-shirt on the couch\nThe way you want me makes me want you nowThe only thing you have to say is (Wow)\n\nAnd I feel this way with no chemicals in my system\nBabe, it's incredible\nWhen you're touching me, yeah, that says it all\nYou said it all (Yeah)\n\nBaby, I'm not even in a gown\nI'm just in a t-shirt on the couch\nThe way you want me makes me want you now\nThe only thing you have to say is (Wow)\n\nMake your jaw drop-drop\nSaying, my, drop-drop-drop\nMake you say \Oh my god\\nMy, drop-drop\nMake your jaw drop\nMake you say \Oh my god\\nAnd you never felt this type of emotion\nMake your jaw drop-drop\nSaying, my, drop-drop-drop\nMake you say \Oh my god\\nMy, drop-drop\nMake your jaw drop\nMake you say \Oh my god\\nAnd you never felt this type of emotion\nMake your jaw drop-drop\nSaying, my, drop-drop-drop\nMake you say \Oh my god\\nMy, drop-drop\nMake your jaw drop\nMake you say \Oh my god\\nAnd you never felt this type of emotion\n\nAnd you make me feel so fucking pretty\nTake loving me to a new extreme\nIf I can't have you, I don't want no one\nI don't want no one\nAs you make me dance in the middle of the street\nOn the hardwood floor, we should be asleep\nIf I can't have you, I don't want no one\nI don't want no one, want no one, want no one\n\nBaby, I'm not even in a gown\nI'm just in a t-shirt on the couch\nThe way you want me makes me want you now\nThe only thing you have to say is (Wow)\n\nMake your jaw drop-drop\nSaying, my, drop-drop-drop\nMake you say \Oh my god\\nMy, drop-drop\nMake your jaw drop\nMake you say \Oh my god\\nAnd you never felt this type of emotion\nMake your jaw drop-drop\nSaying, my, drop-drop-drop\nMake you say \Oh my god\\nMy, drop-drop\nMake your jaw drop\nMake you say \Oh my god\\nAnd you never felt this type of emotion\n\nNever, never, never, oh\nNever, never, never, oh\nNever, never, never, oh\nNever, never, never, oh",happy,Hip-Hop,\n      ,1
